"0.2.0","9","1.4972549979574978E-4"
"0.2.1","9","1.4972549979574978E-4"
"0.2.2","15","2.4954249965958297E-4"
"0.2.2-RC1","12","1.9963399972766638E-4"
"0.2.2-RC2","9","1.4972549979574978E-4"
"0.2.2-RC3","15","2.4954249965958297E-4"
"0.3.0","13","2.1627017122227699E-4"
"0.3.1","13","2.1627017122227699E-4"
"0.3.2","13","2.1627017122227699E-4"
"0.4.0","9","1.4972549979574978E-4"
"0.4.1","15","2.4954249965958297E-4"
"0.4.2","10","1.663616712903604E-4"
"0.5.0-M1","10","1.663616712903604E-4"
"0.5.0-M2","13","2.1627017122227699E-4"
"0.5.0-M3","9","1.4972549979574978E-4"
"0.5.0-M4","9","1.4972549979574978E-4"
"0.5.0-M6","9","1.4972549979574978E-4"
"0.5.0-M7","12","1.9963399972766638E-4"
"0.5.0-M8","9","1.4972549979574978E-4"
"0.5.0","9","1.4972549979574978E-4"
"0.5.0-RC1","9","1.4972549979574978E-4"
"0.5.0-RC2","9","1.4972549979574978E-4"
"0.5.0-RC3","9","1.4972549979574978E-4"
"0.5.1","9","1.4972549979574978E-4"
"0.5.2","9","1.4972549979574978E-4"
"0.5.3","9","1.4972549979574978E-4"
"0.5.5","10","1.663616712903604E-4"
"0.5.6","10","1.663616712903604E-4"
"0.5.7","10","1.663616712903604E-4"
"0.5.10","60","9.981699986383319E-4"
"0.5.8","12","1.9963399972766638E-4"
"0.5.9","12","1.9963399972766638E-4"
"0.6.0-M1","9","1.4972549979574978E-4"
"0.6.0-M2","9","1.4972549979574978E-4"
"0.6.0-M3","12","1.9963399972766638E-4"
"0.6.0-M4","9","1.4972549979574978E-4"
"0.6.0-M5","13","2.1627017122227699E-4"
"0.6.0-M6","10","1.663616712903604E-4"
"0.6.0-M7","10","1.663616712903604E-4"
"0.6.0-M10","12","1.9963399972766638E-4"
"0.6.0-M11","9","1.4972549979574978E-4"
"0.6.0-M8","9","1.4972549979574978E-4"
"0.6.0-M9","9","1.4972549979574978E-4"
"0.6.0-M12","17","2.828148426488042E-4"
"0.6.0-M16","9","1.4972549979574978E-4"
"0.6.0-M17","12","1.9963399972766638E-4"
"0.6.0-M14","10","1.663616712903604E-4"
"0.6.0-M15","12","1.9963399972766638E-4"
"0.7.0-RC1","9","1.4972549979574978E-4"
"0.8.0-RC1","10","1.663616712903604E-4"
"0.6.0-M19","9","1.4972549979574978E-4"
"0.9.0-RC1","10","1.663616712903604E-4"
"0.8.0-M21","10","1.663616712903604E-4"
"0.6.0-M20","9","1.4972549979574978E-4"
"0.6.0-RC1","9","1.4972549979574978E-4"
"0.6.0-M18","11","1.82997842784971E-4"
"0.9.0","10","1.663616712903604E-4"
"0.9.1","272","0.004525037482380867"
"0.9.2","10","1.663616712903604E-4"
"0.9.3","10","1.663616712903604E-4"
"0.9.4","529","0.008800532668828964"
"0.9.5","906","0.015072367154061794"
"0.9.6","17","2.828148426488042E-4"
"0.9.7","7326","0.121876560151577"
"0.9.8","41","6.820828421041369E-4"
"0.9.9","12","1.9963399972766638E-4"
"0.9.10","9","1.4972549979574978E-4"
"0.9.11","1944","0.03234070912003517"
"2.3.0-RC1","26","4.3254034244455397E-4"
"0.9.12","974","0.0162036269903183"
"0.9.13","1168","0.019431043416261673"
"0.9.14","10","1.663616712903604E-4"
"0.9.15","416","0.0069206454791128635"
"0.9.16","167","0.002778239781036973"
"0.9.17","623","0.010364332236349583"
"0.9.18","621","0.01033105980604887"
"0.9.19","2740","0.045583099126815796"
"0.9.21","4804","0.07992014288902283"
"0.9.20","898","0.014939278364181519"
"0.9.22","11","1.82997842784971E-4"
"0.9.23","6544","0.10886707901954651"
"0.9.24","6216","0.10341041535139084"
"0.9.25","22799","0.3792879581451416"
"0.9.26","369","0.006138745695352554"
