"0.6.0-M15","9","9.017765114549547E-5"
"0.6.0-M16","15","1.5029608039185405E-4"
"0.6.0-M17","7","7.013817230472341E-5"
"0.6.0-M14","7","7.013817230472341E-5"
"0.6.0-M20","7","7.013817230472341E-5"
"0.6.0-RC1","7","7.013817230472341E-5"
"0.6.0-M18","7","7.013817230472341E-5"
"0.7.0-RC1","7","7.013817230472341E-5"
"0.8.0-RC1","7","7.013817230472341E-5"
"0.6.0-M19","10","1.001973869279027E-4"
"0.9.0-RC1","14","1.4027634460944682E-4"
"0.8.0-M21","7","7.013817230472341E-5"
"0.9.0","408","0.0040880534797906876"
"0.9.1","607","0.006081981584429741"
"0.9.2","7","7.013817230472341E-5"
"0.9.3","8","8.015790808713064E-5"
"0.9.4","615","0.0061621395871043205"
"0.9.5","556","0.005570974666625261"
"0.9.6","128","0.0012825265293940902"
"0.9.7","2200","0.02204342558979988"
"0.9.8","248","0.0024848952889442444"
"0.9.10","7","7.013817230472341E-5"
"0.9.11","4037","0.04044968634843826"
"2.3.0-RC1","10","1.001973869279027E-4"
"0.9.9","13","1.302566088270396E-4"
"0.9.12","183","0.001833612215705216"
"0.9.13","513","0.005140126217156649"
"0.9.14","49","4.90967184305191E-4"
"0.9.15","1649","0.016522549092769623"
"0.9.16","53","5.310461856424809E-4"
"0.9.17","2066","0.020700780674815178"
"0.9.18","826","0.008276304230093956"
"0.9.19","4317","0.043255213648080826"
"0.9.20","912","0.009138002060353756"
"0.9.21","4008","0.040159113705158234"
"0.9.22","5","5.009869346395135E-5"
"0.9.23","4247","0.04255383089184761"
"0.9.24","12281","0.12305241078138351"
"0.9.25","25630","0.2568058967590332"
"0.9.26","30329","0.3038886487483978"
"0.9.27","3787","0.03794475272297859"
