"0.2.0","3","9.419743582839146E-5"
"0.2.1","5","1.5699572395533323E-4"
"0.2.2","3","9.419743582839146E-5"
"0.2.2-RC1","3","9.419743582839146E-5"
"0.2.2-RC2","3","9.419743582839146E-5"
"0.2.2-RC3","3","9.419743582839146E-5"
"0.3.0","6","1.8839487165678293E-4"
"0.3.1","12","3.7678974331356585E-4"
"0.3.2","4","1.2559659080579877E-4"
"0.4.0","4","1.2559659080579877E-4"
"0.4.1","5","1.5699572395533323E-4"
"0.4.2","3","9.419743582839146E-5"
"0.5.0-M1","3","9.419743582839146E-5"
"0.5.0-M2","4","1.2559659080579877E-4"
"0.5.0-M3","3","9.419743582839146E-5"
"0.5.0-M4","3","9.419743582839146E-5"
"0.5.0-M6","5","1.5699572395533323E-4"
"0.5.0-M7","3","9.419743582839146E-5"
"0.5.0-M8","3","9.419743582839146E-5"
"0.5.0","3","9.419743582839146E-5"
"0.5.0-RC1","3","9.419743582839146E-5"
"0.5.0-RC2","3","9.419743582839146E-5"
"0.5.0-RC3","3","9.419743582839146E-5"
"0.5.1","3","9.419743582839146E-5"
"0.5.2","3","9.419743582839146E-5"
"0.5.3","4","1.2559659080579877E-4"
"0.5.5","6","1.8839487165678293E-4"
"0.5.6","3","9.419743582839146E-5"
"0.5.7","5","1.5699572395533323E-4"
"0.5.10","120","0.0037678976077586412"
"0.5.8","3","9.419743582839146E-5"
"0.5.9","13","4.0818890556693077E-4"
"0.6.0-M1","3","9.419743582839146E-5"
"0.6.0-M2","4","1.2559659080579877E-4"
"0.6.0-M3","3","9.419743582839146E-5"
"0.6.0-M4","3","9.419743582839146E-5"
"0.6.0-M5","3","9.419743582839146E-5"
"0.6.0-M6","3","9.419743582839146E-5"
"0.6.0-M7","3","9.419743582839146E-5"
"0.6.0-M10","4","1.2559659080579877E-4"
"0.6.0-M11","3","9.419743582839146E-5"
"0.6.0-M8","3","9.419743582839146E-5"
"0.6.0-M9","3","9.419743582839146E-5"
"0.6.0-M12","3","9.419743582839146E-5"
"0.6.0-M16","9","2.82592314761132E-4"
"0.6.0-M17","4","1.2559659080579877E-4"
"0.6.0-M14","3","9.419743582839146E-5"
"0.6.0-M15","3","9.419743582839146E-5"
"0.7.0-RC1","4","1.2559659080579877E-4"
"0.8.0-RC1","42","0.0013187641743570566"
"0.6.0-M19","3","9.419743582839146E-5"
"0.9.0-RC1","3","9.419743582839146E-5"
"0.8.0-M21","3","9.419743582839146E-5"
"0.6.0-M20","5","1.5699572395533323E-4"
"0.6.0-RC1","4","1.2559659080579877E-4"
"0.6.0-M18","3","9.419743582839146E-5"
"0.9.0","21","6.593820871785283E-4"
"0.9.1","5","1.5699572395533323E-4"
"0.9.2","5","1.5699572395533323E-4"
"0.9.3","7","2.1979401935823262E-4"
"0.9.4","34","0.001067570992745459"
"0.9.5","77","0.0024177341256290674"
"0.9.6","5","1.5699572395533323E-4"
"0.9.7","91","0.0028573223389685154"
"0.9.8","8","2.5119318161159754E-4"
"0.9.9","7","2.1979401935823262E-4"
"0.9.10","4","1.2559659080579877E-4"
"0.9.11","105","0.0032969103194773197"
"2.3.0-RC1","7","2.1979401935823262E-4"
"0.9.12","4","1.2559659080579877E-4"
"0.9.13","276","0.008666164241731167"
"0.9.14","5","1.5699572395533323E-4"
"0.9.15","49","0.0015385581646114588"
"0.9.16","94","0.0029515197966247797"
"0.9.17","9","2.82592314761132E-4"
"0.9.18","6","1.8839487165678293E-4"
"0.9.19","962","0.030205978080630302"
"0.9.21","21","6.593820871785283E-4"
"0.9.20","48","0.0015071589732542634"
"0.9.22","4","1.2559659080579877E-4"
"0.9.23","98","0.0030771163292229176"
"0.9.24","976","0.030645566061139107"
"0.9.25","113","0.0035481033846735954"
"0.9.26","663","0.020817633718252182"
"0.9.27","242","0.00759859336540103"
"0.9.29","413","0.012967847287654877"
"0.9.28","40","0.0012559657916426659"
"0.9.30","38","0.001193167525343597"
"0.9.31","794","0.02493092231452465"
"0.9.33","759","0.02383195236325264"
"0.9.32","5","1.5699572395533323E-4"
"0.9.34","318","0.00998492818325758"
"0.10.0-RC1","95","0.0029829188715666533"
"0.10.0","881","0.027662647888064384"
"0.10.1","1696","0.05325295031070709"
"0.10.3","26","8.163778111338615E-4"
"0.10.2","46","0.0014443607069551945"
"0.10.4","5986","0.18795529007911682"
"0.11.0","1473","0.04625094309449196"
"0.11.1","4463","0.14013439416885376"
"0.12.0","934","0.029326802119612694"
"0.12.1","1185","0.037207987159490585"
"0.13.0","1874","0.058841999620199203"
"0.14.0","5016","0.15749812126159668"
"0.14.2","1338","0.042012058198451996"
"0.14.1","148","0.0046470738016068935"
