"0.6.0-M15","24","1.9364599211257882E-5"
"0.6.0-M16","6","4.841149802814471E-6"
"0.6.0-M17","24","1.9364599211257882E-5"
"0.6.0-M14","26","2.097831566061359E-5"
"0.6.0-M20","3","2.4205749014072353E-6"
"0.6.0-RC1","3","2.4205749014072353E-6"
"0.6.0-M18","3","2.4205749014072353E-6"
"0.7.0-RC1","25","2.0171457435935736E-5"
"0.8.0-RC1","25","2.0171457435935736E-5"
"0.6.0-M19","24","1.9364599211257882E-5"
"0.9.0-RC1","24","1.9364599211257882E-5"
"0.8.0-M21","26","2.097831566061359E-5"
"0.9.0","424","3.421079309191555E-4"
"0.9.1","1431","0.001154614263214171"
"0.9.2","2","1.6137165630425443E-6"
"0.9.3","1","8.068582815212721E-7"
"0.9.4","7368","0.0059449318796396255"
"0.9.5","628","5.067070014774799E-4"
"0.9.6","160","1.2909733050037175E-4"
"0.9.7","821","6.624306552112103E-4"
"0.9.8","127","1.0247099999105558E-4"
"0.9.10","1","8.068582815212721E-7"
"0.9.11","1564","0.0012619263725355268"
"2.3.0-RC1","19","1.5330308087868616E-5"
"0.9.9","3","2.4205749014072353E-6"
"0.9.12","21","1.6944024537224323E-5"
"0.9.13","8391","0.00677034817636013"
"0.9.14","4","3.2274331260850886E-6"
"0.9.15","281","2.267271775053814E-4"
"0.9.16","517","4.171457258053124E-4"
"0.9.17","2100","0.0016944024246186018"
"0.9.18","8883","0.0071673220954835415"
"0.9.19","3083","0.0024875442031770945"
"0.9.20","161","1.29904190544039E-4"
"0.9.21","3551","0.002865153830498457"
"0.9.22","2","1.6137165630425443E-6"
"0.9.23","1080","8.714069845154881E-4"
"0.9.24","1988","0.0016040343325585127"
"0.9.25","1823","0.0014709027018398046"
"0.9.26","2863","0.0023100352846086025"
"0.9.27","1862","0.0015023701125755906"
"0.9.28","342","2.7594552375376225E-4"
"0.9.29","8237","0.0066460915841162205"
"0.9.30","899","7.25365593098104E-4"
"0.9.31","6377","0.00514533556997776"
"0.9.33","10189","0.008221079595386982"
"0.9.32","44","3.550176552380435E-5"
"0.9.34","48458","0.03909873962402344"
"0.10.0","12041","0.00971538107842207"
"0.10.0-RC1","1","8.068582815212721E-7"
"0.10.1","16225","0.013091275468468666"
"0.10.3","1802","0.001453958684578538"
"0.10.2","1464","0.0011812405427917838"
"0.10.4","115162","0.09291941672563553"
"0.11.0","19510","0.015741804614663124"
"0.11.1","71085","0.057355523109436035"
"0.12.0","28631","0.023101160302758217"
"0.12.1","232588","0.18766555190086365"
"0.13.0","149348","0.12050267308950424"
"0.14.0","392889","0.3170057535171509"
"0.14.2","73491","0.05929682403802872"
"0.14.1","1220","9.843670995905995E-4"
