"0.9.16","1074","0.005337176378816366"
"0.9.17","18","8.944988076109439E-5"
"0.9.18","45","2.236247091786936E-4"
"0.9.19","429","0.0021318888757377863"
"0.9.21","436","0.0021666749380528927"
"0.9.22","16","7.95110099716112E-5"
"0.9.23","851","0.00422899192199111"
"0.9.24","711","0.0035332704428583384"
"0.9.25","45","2.236247091786936E-4"
"0.9.26","439","0.0021815833169966936"
"0.9.27","431","0.002141827717423439"
"0.9.28","19","9.44193234317936E-5"
"0.9.29","595","0.002956815529614687"
"0.9.30","110","5.466381553560495E-4"
"0.9.31","15802","0.0785270556807518"
"0.9.33","3829","0.01902797818183899"
"0.9.34","110281","0.5480346083641052"
"0.10.0-RC1","21","1.0435819422127679E-4"
"0.10.0","5750","0.028574267402291298"
"0.10.1","60328","0.2997962534427643"
