"0.9.16","674","0.004709038883447647"
"0.9.17","15","1.0480056516826153E-4"
"0.9.18","85","5.93869888689369E-4"
"0.9.19","230","0.001606942038051784"
"0.9.20","13","9.082715405384079E-5"
"0.9.21","19","1.32747387397103E-4"
"0.9.22","14","9.781386324902996E-5"
"0.9.23","451","0.003151003737002611"
"0.9.24","1967","0.013742847368121147"
"0.9.25","36","2.5152135640382767E-4"
"0.9.26","648","0.004527384415268898"
"0.9.27","463","0.0032348441891372204"
"0.9.28","48","3.353618085384369E-4"
"0.9.29","775","0.00541469594463706"
"0.9.30","159","0.0011108859907835722"
"0.9.31","23324","0.16295789182186127"
"0.9.33","2585","0.018060630187392235"
"0.9.32","86","6.008565542288125E-4"
"0.9.34","66348","0.46355384588241577"
"0.10.0-RC1","4061","0.028373006731271744"
"0.10.0","41128","0.2873491644859314"
