"0.9.16","931","0.00438565481454134"
"0.9.17","21","9.892454545479268E-5"
"0.9.18","116","5.464403657242656E-4"
"0.9.19","441","0.0020774155855178833"
"0.9.20","18","8.479246753267944E-5"
"0.9.21","346","0.0016298997215926647"
"0.9.22","18","8.479246753267944E-5"
"0.9.23","616","0.002901786705479026"
"0.9.24","895","0.004216070286929607"
"0.9.25","48","2.2611326130572706E-4"
"0.9.26","327","0.0015403965953737497"
"0.9.27","801","0.0037732648197561502"
"0.9.28","19","8.950316259870306E-5"
"0.9.29","764","0.0035989691969007254"
"0.9.30","121","5.699938046745956E-4"
"0.9.31","15733","0.07411333173513412"
"0.9.33","3815","0.01797129213809967"
"0.9.32","72","3.3916987013071775E-4"
"0.9.34","119586","0.5633329153060913"
"0.10.0-RC1","18","8.479246753267944E-5"
"0.10.0","7442","0.03505697473883629"
"0.10.1","60135","0.2832775115966797"
