"0.9.16","634","0.0030102890450507402"
"0.9.17","7","3.3236628951271996E-5"
"0.9.18","35","1.661831483943388E-4"
"0.9.19","300","0.0014244270278140903"
"0.9.20","11","5.222899198997766E-5"
"0.9.21","9","4.273281228961423E-5"
"0.9.22","6","2.8488540920079686E-5"
"0.9.23","556","0.002639938145875931"
"0.9.24","1125","0.005341601558029652"
"0.9.25","19","9.021371079143137E-5"
"0.9.26","614","0.0029153272043913603"
"0.9.27","710","0.0033711439464241266"
"0.9.28","14","6.647325790254399E-5"
"0.9.29","1155","0.005484044086188078"
"0.9.30","235","0.0011158011620864272"
"0.9.31","16970","0.08057508617639542"
"0.9.33","5016","0.023816419765353203"
"0.9.32","71","3.371143830008805E-4"
"0.9.34","123762","0.5876331329345703"
"0.10.0-RC1","5","2.3740451069897972E-5"
"0.10.0","25910","0.12302301079034805"
"0.10.1","33447","0.1588093638420105"
