"0.9.16","113","0.005283830687403679"
"0.9.17","16","7.481530192308128E-4"
"0.9.18","83","0.003881043754518032"
"0.9.19","740","0.034602075815200806"
"0.9.20","17","7.949125720188022E-4"
"0.9.21","22","0.00102871039416641"
"0.9.22","16","7.481530192308128E-4"
"0.9.23","3047","0.1424763798713684"
"0.9.24","3173","0.14836809039115906"
"0.9.25","135","0.006312540732324123"
"0.9.26","1009","0.04718039929866791"
"0.9.27","1544","0.07219676673412323"
"0.9.28","433","0.02024689130485058"
"0.9.29","11038","0.5161320567131042"
