"0.9.16","98","0.00428921589627862"
"0.9.17","16","7.002801285125315E-4"
"0.9.18","131","0.005733543541282415"
"0.9.19","670","0.029324229806661606"
"0.9.20","18","7.878151373006403E-4"
"0.9.21","20","8.753501460887492E-4"
"0.9.22","14","6.127451197244227E-4"
"0.9.23","3788","0.165791317820549"
"0.9.24","3140","0.13742996752262115"
"0.9.25","170","0.0074404762126505375"
"0.9.26","709","0.031031161546707153"
"0.9.27","487","0.021314775571227074"
"0.9.28","428","0.018732493743300438"
"0.9.29","9555","0.41819852590560913"
"0.9.30","3604","0.1577380895614624"
