"0.6.0-M15","10","3.148317337036133E-4"
"0.6.0-M16","375","0.011806190013885498"
"0.6.0-M17","4","1.2593268183991313E-4"
"0.6.0-M14","12","3.7779807462356985E-4"
"0.6.0-M20","5","1.5741586685180664E-4"
"0.6.0-RC1","4","1.2593268183991313E-4"
"0.6.0-M18","4","1.2593268183991313E-4"
"0.7.0-RC1","4","1.2593268183991313E-4"
"0.8.0-RC1","7","2.203822077717632E-4"
"0.6.0-M19","10","3.148317337036133E-4"
"0.9.0-RC1","17","5.35213912371546E-4"
"0.8.0-M21","4","1.2593268183991313E-4"
"0.9.0","22500","0.7083714008331299"
"0.9.1","2321","0.07307244092226028"
"0.9.2","448","0.014104461297392845"
"0.9.3","245","0.007713377010077238"
"0.9.4","5793","0.1823820173740387"
