"0.9.16","107","0.008545643649995327"
"0.9.17","11","8.785240934230387E-4"
"0.9.18","76","0.006069802679121494"
"0.9.19","549","0.043846338987350464"
"0.9.20","11","8.785240934230387E-4"
"0.9.21","15","0.0011979873524978757"
"0.9.22","12","9.583898936398327E-4"
"0.9.23","196","0.0156537014991045"
"0.9.24","2555","0.20405718684196472"
"0.9.25","97","0.0077469851821660995"
"0.9.26","689","0.0550275519490242"
"0.9.27","1046","0.08353964984416962"
"0.9.28","126","0.010063094086945057"
"0.9.29","7031","0.5615366101264954"
