"0.9.16","217","0.019090348854660988"
"0.9.17","7","6.158177275210619E-4"
"0.9.18","367","0.03228644281625748"
"0.9.19","981","0.08630245178937912"
"0.9.20","8","7.037916802801192E-4"
"0.9.21","17","0.0014955573715269566"
"0.9.22","8","7.037916802801192E-4"
"0.9.23","259","0.022785255685448647"
"0.9.24","2011","0.17691563069820404"
"0.9.25","44","0.003870854154229164"
"0.9.26","1090","0.09589161723852158"
"0.9.27","2384","0.20972992479801178"
"0.9.28","308","0.02709597907960415"
"0.9.29","3666","0.32251253724098206"
