"0.9.16","896","0.016314342617988586"
"0.9.17","30","5.462391418404877E-4"
"0.9.18","52","9.468145435675979E-4"
"0.9.19","406","0.007392436265945435"
"0.9.20","19","3.459514700807631E-4"
"0.9.21","16","2.9132753843441606E-4"
"0.9.22","24","4.369913076516241E-4"
"0.9.23","189","0.0034413065295666456"
"0.9.24","638","0.011616685427725315"
"0.9.25","33","6.008630734868348E-4"
"0.9.26","68","0.001238142023794353"
"0.9.27","52","9.468145435675979E-4"
"0.9.28","23","4.187833401374519E-4"
"0.9.29","141","0.00256732408888638"
"0.9.30","102","0.0018572130938991904"
"0.9.31","5087","0.09262394905090332"
"0.9.33","2286","0.041623421013355255"
"0.9.32","27","4.916152101941407E-4"
"0.9.34","2592","0.047195062041282654"
"0.10.0-RC1","23","4.187833401374519E-4"
"0.10.0","2374","0.0432257242500782"
"0.10.1","39843","0.7254602313041687"
