"0.9.16","133","0.002928096568211913"
"0.9.17","17","3.7426798371598125E-4"
"0.9.18","199","0.00438113696873188"
"0.9.19","405","0.008916384540498257"
"0.9.20","17","3.7426798371598125E-4"
"0.9.21","19","4.182994889561087E-4"
"0.9.22","15","3.3023644937202334E-4"
"0.9.23","160","0.003522522049024701"
"0.9.24","1533","0.03375016525387764"
"0.9.25","45","9.907092899084091E-4"
"0.9.26","101","0.0022235920187085867"
"0.9.27","131","0.002884065033867955"
"0.9.28","25","5.503940628841519E-4"
"0.9.29","747","0.01644577458500862"
"0.9.30","624","0.013737835921347141"
"0.9.31","3895","0.08575139939785004"
"0.9.33","13761","0.3029589056968689"
"0.9.32","387","0.008520100265741348"
"0.9.34","23208","0.5109418630599976"
