"0.9.16","555","0.012025481089949608"
"0.9.17","28","6.06690940912813E-4"
"0.9.18","120","0.002600104082375765"
"0.9.19","302","0.006543594878166914"
"0.9.20","28","6.06690940912813E-4"
"0.9.21","33","7.150286110118032E-4"
"0.9.22","28","6.06690940912813E-4"
"0.9.23","137","0.0029684521723538637"
"0.9.24","290","0.006283584516495466"
"0.9.25","38","8.233662811107934E-4"
"0.9.26","170","0.003683480666950345"
"0.9.27","160","0.0034668054431676865"
"0.9.28","40","8.667013607919216E-4"
"0.9.29","734","0.01590397022664547"
"0.9.30","129","0.0027951118536293507"
"0.9.31","4854","0.10517420619726181"
"0.9.33","2225","0.0482102632522583"
"0.9.32","54","0.0011700467439368367"
"0.9.34","36227","0.7849497199058533"
