"0.2.0","8","1.5190642443485558E-4"
"0.2.1","9","1.7089472385123372E-4"
"0.2.2","8","1.5190642443485558E-4"
"0.2.2-RC1","8","1.5190642443485558E-4"
"0.2.2-RC2","8","1.5190642443485558E-4"
"0.2.2-RC3","9","1.7089472385123372E-4"
"0.3.0","8","1.5190642443485558E-4"
"0.3.1","8","1.5190642443485558E-4"
"0.3.2","8","1.5190642443485558E-4"
"0.4.0","8","1.5190642443485558E-4"
"0.4.1","8","1.5190642443485558E-4"
"0.4.2","8","1.5190642443485558E-4"
"0.5.0-M1","11","2.0887133723590523E-4"
"0.5.0-M2","11","2.0887133723590523E-4"
"0.5.0-M3","10","1.898830378195271E-4"
"0.5.0-M4","11","2.0887133723590523E-4"
"0.5.0-M6","11","2.0887133723590523E-4"
"0.5.0-M7","11","2.0887133723590523E-4"
"0.5.0-M8","9","1.7089472385123372E-4"
"0.5.0","8","1.5190642443485558E-4"
"0.5.0-RC1","11","2.0887133723590523E-4"
"0.5.0-RC2","9","1.7089472385123372E-4"
"0.5.0-RC3","12","2.2785963665228337E-4"
"0.5.1","6","1.1392981832614169E-4"
"0.5.2","8","1.5190642443485558E-4"
"0.5.3","8","1.5190642443485558E-4"
"0.5.5","8","1.5190642443485558E-4"
"0.5.6","9","1.7089472385123372E-4"
"0.5.7","14","2.658362500369549E-4"
"0.5.10","51","9.684034739620984E-4"
"0.5.8","8","1.5190642443485558E-4"
"0.5.9","9","1.7089472385123372E-4"
"0.6.0-M1","11","2.0887133723590523E-4"
"0.6.0-M2","9","1.7089472385123372E-4"
"0.6.0-M3","10","1.898830378195271E-4"
"0.6.0-M4","10","1.898830378195271E-4"
"0.6.0-M5","9","1.7089472385123372E-4"
"0.6.0-M6","8","1.5190642443485558E-4"
"0.6.0-M7","10","1.898830378195271E-4"
"0.6.0-M10","10","1.898830378195271E-4"
"0.6.0-M11","8","1.5190642443485558E-4"
"0.6.0-M8","12","2.2785963665228337E-4"
"0.6.0-M9","7","1.3291812501847744E-4"
"0.6.0-M12","8","1.5190642443485558E-4"
"0.6.0-M16","18","3.4178944770246744E-4"
"0.6.0-M17","9","1.7089472385123372E-4"
"0.6.0-M14","10","1.898830378195271E-4"
"0.6.0-M15","12","2.2785963665228337E-4"
"0.7.0-RC1","10","1.898830378195271E-4"
"0.8.0-RC1","9","1.7089472385123372E-4"
"0.6.0-M19","10","1.898830378195271E-4"
"0.9.0-RC1","13","2.4684795062057674E-4"
"0.8.0-M21","10","1.898830378195271E-4"
"0.6.0-M20","10","1.898830378195271E-4"
"0.6.0-RC1","8","1.5190642443485558E-4"
"0.6.0-M18","10","1.898830378195271E-4"
"0.9.0","8","1.5190642443485558E-4"
"0.9.1","108","0.0020507366862148046"
"0.9.2","11","2.0887133723590523E-4"
"0.9.3","9","1.7089472385123372E-4"
"0.9.4","439","0.00833586510270834"
"0.9.5","731","0.01388044934719801"
"0.9.6","15","2.84824549453333E-4"
"0.9.7","7317","0.13893741369247437"
"0.9.8","58","0.0011013215407729149"
"0.9.9","12","2.2785963665228337E-4"
"0.9.10","8","1.5190642443485558E-4"
"0.9.11","1443","0.027400121092796326"
"2.3.0-RC1","14","2.658362500369549E-4"
"0.9.12","648","0.012304420582950115"
"0.9.13","1367","0.025957010686397552"
"0.9.14","120","0.002278596395626664"
"0.9.15","787","0.014943794347345829"
"0.9.16","88","0.0016709706978872418"
"0.9.17","597","0.011336017400026321"
"0.9.18","737","0.01399437990039587"
"0.9.19","3538","0.06718061864376068"
"0.9.21","7629","0.14486175775527954"
"0.9.20","806","0.015304571948945522"
"0.9.22","14","2.658362500369549E-4"
"0.9.23","11503","0.21842245757579803"
"0.9.24","14083","0.2674122750759125"
